id,date,season,year,month,hour,holiday,day_of_week,working_day,weather_condition,temperature,feels_temperature,humidity,windspeed,casual,registered,count,weekend,windspeed_category
20,2011-01-01,Spring,2011,Jan,19,0,Saturday,0,Light_precipitation,0.42,0.4242,0.88,0.2537,6,31,37,1,Medium
21,2011-01-01,Spring,2011,Jan,20,0,Saturday,0,Misty,0.4,0.4091,0.87,0.2537,11,25,36,1,Medium
22,2011-01-01,Spring,2011,Jan,21,0,Saturday,0,Misty,0.4,0.4091,0.87,0.194,3,31,34,1,Low
23,2011-01-01,Spring,2011,Jan,22,0,Saturday,0,Misty,0.4,0.4091,0.94,0.2239,11,17,28,1,Medium
24,2011-01-01,Spring,2011,Jan,23,0,Saturday,0,Misty,0.46,0.4545,0.88,0.2985,15,24,39,1,Medium
25,2011-01-02,Spring,2011,Jan,0,0,Sunday,0,Misty,0.46,0.4545,0.88,0.2985,4,13,17,1,Medium
26,2011-01-02,Spring,2011,Jan,1,0,Sunday,0,Misty,0.44,0.4394,0.94,0.2537,1,16,17,1,Medium
27,2011-01-02,Spring,2011,Jan,2,0,Sunday,0,Misty,0.42,0.4242,1.0,0.2836,1,8,9,1,Medium
28,2011-01-02,Spring,2011,Jan,3,0,Sunday,0,Misty,0.46,0.4545,0.94,0.194,2,4,6,1,Low
29,2011-01-02,Spring,2011,Jan,4,0,Sunday,0,Misty,0.46,0.4545,0.94,0.194,2,1,3,1,Low
30,2011-01-02,Spring,2011,Jan,6,0,Sunday,0,Light_precipitation,0.42,0.4242,0.77,0.2985,0,2,2,1,Medium
31,2011-01-02,Spring,2011,Jan,7,0,Sunday,0,Misty,0.4,0.4091,0.76,0.194,0,1,1,1,Low
32,2011-01-02,Spring,2011,Jan,8,0,Sunday,0,Light_precipitation,0.4,0.4091,0.71,0.2239,0,8,8,1,Medium
33,2011-01-02,Spring,2011,Jan,9,0,Sunday,0,Misty,0.38,0.3939,0.76,0.2239,1,19,20,1,Medium
34,2011-01-02,Spring,2011,Jan,10,0,Sunday,0,Misty,0.36,0.3485,0.81,0.2239,7,46,53,1,Medium
35,2011-01-02,Spring,2011,Jan,11,0,Sunday,0,Misty,0.36,0.3333,0.71,0.2537,16,54,70,1,Medium
36,2011-01-02,Spring,2011,Jan,12,0,Sunday,0,Misty,0.36,0.3333,0.66,0.2985,20,73,93,1,Medium
37,2011-01-02,Spring,2011,Jan,13,0,Sunday,0,Misty,0.36,0.3485,0.66,0.1343,11,64,75,1,Low
38,2011-01-02,Spring,2011,Jan,14,0,Sunday,0,Light_precipitation,0.36,0.3485,0.76,0.194,4,55,59,1,Low
39,2011-01-02,Spring,2011,Jan,15,0,Sunday,0,Light_precipitation,0.34,0.3333,0.81,0.1642,19,55,74,1,Low
40,2011-01-02,Spring,2011,Jan,16,0,Sunday,0,Light_precipitation,0.34,0.3333,0.71,0.1642,9,67,76,1,Low
41,2011-01-02,Spring,2011,Jan,17,0,Sunday,0,Clear,0.34,0.3333,0.57,0.194,7,58,65,1,Low
42,2011-01-02,Spring,2011,Jan,18,0,Sunday,0,Misty,0.36,0.3333,0.46,0.3284,10,43,53,1,Medium
43,2011-01-02,Spring,2011,Jan,19,0,Sunday,0,Clear,0.32,0.2879,0.42,0.4478,1,29,30,1,High
44,2011-01-02,Spring,2011,Jan,20,0,Sunday,0,Clear,0.3,0.2727,0.39,0.3582,5,17,22,1,Medium
45,2011-01-02,Spring,2011,Jan,21,0,Sunday,0,Clear,0.26,0.2273,0.44,0.3284,11,20,31,1,Medium
46,2011-01-02,Spring,2011,Jan,22,0,Sunday,0,Clear,0.24,0.2121,0.44,0.2985,0,9,9,1,Medium
47,2011-01-02,Spring,2011,Jan,23,0,Sunday,0,Clear,0.22,0.2273,0.47,0.1642,0,8,8,1,Low
48,2011-01-03,Spring,2011,Jan,0,0,Monday,1,Clear,0.22,0.197,0.44,0.3582,0,5,5,0,Medium
49,2011-01-03,Spring,2011,Jan,1,0,Monday,1,Clear,0.2,0.1667,0.44,0.4179,0,2,2,0,High
50,2011-01-03,Spring,2011,Jan,4,0,Monday,1,Clear,0.16,0.1364,0.47,0.3881,0,1,1,0,Medium
51,2011-01-03,Spring,2011,Jan,5,0,Monday,1,Clear,0.16,0.1364,0.47,0.2836,0,3,3,0,Medium
52,2011-01-03,Spring,2011,Jan,6,0,Monday,1,Clear,0.14,0.1061,0.5,0.3881,0,30,30,0,Medium
53,2011-01-03,Spring,2011,Jan,7,0,Monday,1,Clear,0.14,0.1364,0.5,0.194,1,63,64,0,Low
54,2011-01-03,Spring,2011,Jan,8,0,Monday,1,Clear,0.14,0.1212,0.5,0.2836,1,153,154,0,Medium
55,2011-01-03,Spring,2011,Jan,9,0,Monday,1,Clear,0.16,0.1364,0.43,0.3881,7,81,88,0,Medium
56,2011-01-03,Spring,2011,Jan,10,0,Monday,1,Clear,0.18,0.1667,0.43,0.2537,11,33,44,0,Medium
57,2011-01-03,Spring,2011,Jan,11,0,Monday,1,Clear,0.2,0.1818,0.4,0.3284,10,41,51,0,Medium
58,2011-01-03,Spring,2011,Jan,12,0,Monday,1,Clear,0.22,0.2121,0.35,0.2985,13,48,61,0,Medium
59,2011-01-03,Spring,2011,Jan,13,0,Monday,1,Clear,0.24,0.2121,0.35,0.2836,8,53,61,0,Medium
60,2011-01-03,Spring,2011,Jan,14,0,Monday,1,Clear,0.26,0.2424,0.3,0.2836,11,66,77,0,Medium
61,2011-01-03,Spring,2011,Jan,15,0,Monday,1,Clear,0.26,0.2424,0.3,0.2537,14,58,72,0,Medium
62,2011-01-03,Spring,2011,Jan,16,0,Monday,1,Clear,0.26,0.2424,0.3,0.2537,9,67,76,0,Medium
63,2011-01-03,Spring,2011,Jan,17,0,Monday,1,Clear,0.24,0.2273,0.3,0.2239,11,146,157,0,Medium
64,2011-01-03,Spring,2011,Jan,18,0,Monday,1,Clear,0.24,0.2576,0.32,0.1045,9,148,157,0,Low
65,2011-01-03,Spring,2011,Jan,19,0,Monday,1,Clear,0.2,0.2576,0.47,0.0,8,102,110,0,Low
66,2011-01-03,Spring,2011,Jan,20,0,Monday,1,Clear,0.2,0.2273,0.47,0.1045,3,49,52,0,Low
67,2011-01-03,Spring,2011,Jan,21,0,Monday,1,Clear,0.18,0.197,0.64,0.1343,3,49,52,0,Low
68,2011-01-03,Spring,2011,Jan,22,0,Monday,1,Clear,0.14,0.1515,0.69,0.1343,0,20,20,0,Low
69,2011-01-03,Spring,2011,Jan,23,0,Monday,1,Clear,0.18,0.2121,0.55,0.1045,1,11,12,0,Low
70,2011-01-04,Spring,2011,Jan,0,0,Tuesday,1,Clear,0.16,0.1818,0.55,0.1045,0,5,5,0,Low
71,2011-01-04,Spring,2011,Jan,1,0,Tuesday,1,Clear,0.16,0.1818,0.59,0.1045,0,2,2,0,Low
72,2011-01-04,Spring,2011,Jan,2,0,Tuesday,1,Clear,0.14,0.1515,0.63,0.1343,0,1,1,0,Low
73,2011-01-04,Spring,2011,Jan,4,0,Tuesday,1,Clear,0.14,0.1818,0.63,0.0896,0,2,2,0,Low
74,2011-01-04,Spring,2011,Jan,5,0,Tuesday,1,Clear,0.12,0.1515,0.68,0.1045,0,4,4,0,Low
75,2011-01-04,Spring,2011,Jan,6,0,Tuesday,1,Clear,0.12,0.1515,0.74,0.1045,0,36,36,0,Low
76,2011-01-04,Spring,2011,Jan,7,0,Tuesday,1,Clear,0.12,0.1515,0.74,0.1343,2,92,94,0,Low
77,2011-01-04,Spring,2011,Jan,8,0,Tuesday,1,Clear,0.14,0.1515,0.69,0.1642,2,177,179,0,Low
78,2011-01-04,Spring,2011,Jan,9,0,Tuesday,1,Clear,0.16,0.1515,0.64,0.2239,2,98,100,0,Medium
79,2011-01-04,Spring,2011,Jan,10,0,Tuesday,1,Misty,0.16,0.1364,0.69,0.3284,5,37,42,0,Medium
80,2011-01-04,Spring,2011,Jan,11,0,Tuesday,1,Clear,0.22,0.2121,0.51,0.2985,7,50,57,0,Medium
81,2011-01-04,Spring,2011,Jan,12,0,Tuesday,1,Clear,0.22,0.2273,0.51,0.1642,12,66,78,0,Low
82,2011-01-04,Spring,2011,Jan,13,0,Tuesday,1,Clear,0.24,0.2273,0.56,0.194,18,79,97,0,Low
83,2011-01-04,Spring,2011,Jan,14,0,Tuesday,1,Clear,0.26,0.2576,0.52,0.2239,9,54,63,0,Medium
84,2011-01-04,Spring,2011,Jan,15,0,Tuesday,1,Clear,0.28,0.2727,0.52,0.2537,17,48,65,0,Medium
85,2011-01-04,Spring,2011,Jan,16,0,Tuesday,1,Clear,0.3,0.2879,0.49,0.2537,15,68,83,0,Medium
86,2011-01-04,Spring,2011,Jan,17,0,Tuesday,1,Clear,0.28,0.2727,0.48,0.2239,10,202,212,0,Medium
87,2011-01-04,Spring,2011,Jan,18,0,Tuesday,1,Clear,0.26,0.2576,0.48,0.194,3,179,182,0,Low
88,2011-01-04,Spring,2011,Jan,19,0,Tuesday,1,Clear,0.24,0.2576,0.48,0.1045,2,110,112,0,Low
89,2011-01-04,Spring,2011,Jan,20,0,Tuesday,1,Clear,0.24,0.2576,0.48,0.1045,1,53,54,0,Low
90,2011-01-04,Spring,2011,Jan,21,0,Tuesday,1,Clear,0.22,0.2727,0.64,0.0,0,48,48,0,Low
91,2011-01-04,Spring,2011,Jan,22,0,Tuesday,1,Clear,0.22,0.2576,0.64,0.0896,1,34,35,0,Low
92,2011-01-04,Spring,2011,Jan,23,0,Tuesday,1,Clear,0.2,0.2273,0.69,0.0896,2,9,11,0,Low
93,2011-01-05,Spring,2011,Jan,0,0,Wednesday,1,Clear,0.2,0.2576,0.64,0.0,0,6,6,0,Low
94,2011-01-05,Spring,2011,Jan,1,0,Wednesday,1,Clear,0.16,0.197,0.74,0.0896,0,6,6,0,Low
95,2011-01-05,Spring,2011,Jan,2,0,Wednesday,1,Clear,0.16,0.197,0.74,0.0896,0,2,2,0,Low
96,2011-01-05,Spring,2011,Jan,4,0,Wednesday,1,Clear,0.24,0.2273,0.48,0.2239,0,2,2,0,Medium
97,2011-01-05,Spring,2011,Jan,5,0,Wednesday,1,Clear,0.22,0.2273,0.47,0.1642,0,3,3,0,Low
98,2011-01-05,Spring,2011,Jan,6,0,Wednesday,1,Clear,0.2,0.197,0.47,0.2239,0,33,33,0,Medium
99,2011-01-05,Spring,2011,Jan,7,0,Wednesday,1,Clear,0.18,0.1818,0.43,0.194,1,87,88,0,Low
100,2011-01-05,Spring,2011,Jan,8,0,Wednesday,1,Clear,0.2,0.1818,0.4,0.2985,3,192,195,0,Medium
101,2011-01-05,Spring,2011,Jan,9,0,Wednesday,1,Clear,0.22,0.197,0.37,0.3284,6,109,115,0,Medium
102,2011-01-05,Spring,2011,Jan,10,0,Wednesday,1,Clear,0.22,0.197,0.37,0.3284,4,53,57,0,Medium
103,2011-01-05,Spring,2011,Jan,11,0,Wednesday,1,Clear,0.26,0.2273,0.33,0.3284,12,34,46,0,Medium
104,2011-01-05,Spring,2011,Jan,12,0,Wednesday,1,Clear,0.26,0.2273,0.33,0.3284,5,74,79,0,Medium
105,2011-01-05,Spring,2011,Jan,13,0,Wednesday,1,Clear,0.28,0.2576,0.3,0.2985,6,65,71,0,Medium
106,2011-01-05,Spring,2011,Jan,14,0,Wednesday,1,Clear,0.3,0.2879,0.28,0.194,10,52,62,0,Low
107,2011-01-05,Spring,2011,Jan,15,0,Wednesday,1,Clear,0.3,0.2879,0.28,0.194,7,55,62,0,Low
108,2011-01-05,Spring,2011,Jan,16,0,Wednesday,1,Clear,0.3,0.3182,0.28,0.0896,4,85,89,0,Low
109,2011-01-05,Spring,2011,Jan,17,0,Wednesday,1,Clear,0.24,0.2273,0.38,0.194,4,186,190,0,Low
110,2011-01-05,Spring,2011,Jan,18,0,Wednesday,1,Clear,0.24,0.2424,0.38,0.1343,3,166,169,0,Low
111,2011-01-05,Spring,2011,Jan,19,0,Wednesday,1,Clear,0.24,0.2576,0.38,0.1045,5,127,132,0,Low
112,2011-01-05,Spring,2011,Jan,20,0,Wednesday,1,Clear,0.22,0.2273,0.47,0.1642,7,82,89,0,Low
113,2011-01-05,Spring,2011,Jan,21,0,Wednesday,1,Clear,0.2,0.197,0.51,0.194,3,40,43,0,Low
114,2011-01-05,Spring,2011,Jan,22,0,Wednesday,1,Clear,0.18,0.197,0.55,0.1343,1,41,42,0,Low
115,2011-01-05,Spring,2011,Jan,23,0,Wednesday,1,Clear,0.2,0.2576,0.47,0.0,1,18,19,0,Low
116,2011-01-06,Spring,2011,Jan,0,0,Thursday,1,Clear,0.18,0.2424,0.55,0.0,0,11,11,0,Low
117,2011-01-06,Spring,2011,Jan,1,0,Thursday,1,Clear,0.16,0.2273,0.64,0.0,0,4,4,0,Low
118,2011-01-06,Spring,2011,Jan,2,0,Thursday,1,Clear,0.16,0.2273,0.64,0.0,0,2,2,0,Low
119,2011-01-06,Spring,2011,Jan,4,0,Thursday,1,Misty,0.16,0.197,0.64,0.0896,0,1,1,0,Low
120,2011-01-06,Spring,2011,Jan,5,0,Thursday,1,Misty,0.14,0.1818,0.69,0.0896,0,4,4,0,Low
121,2011-01-06,Spring,2011,Jan,6,0,Thursday,1,Misty,0.14,0.1667,0.63,0.1045,0,36,36,0,Low
122,2011-01-06,Spring,2011,Jan,7,0,Thursday,1,Misty,0.16,0.2273,0.59,0.0,0,95,95,0,Low
123,2011-01-06,Spring,2011,Jan,8,0,Thursday,1,Clear,0.16,0.2273,0.59,0.0,3,216,219,0,Low
124,2011-01-06,Spring,2011,Jan,9,0,Thursday,1,Misty,0.18,0.2424,0.51,0.0,6,116,122,0,Low
125,2011-01-06,Spring,2011,Jan,10,0,Thursday,1,Clear,0.2,0.2576,0.47,0.0,3,42,45,0,Low
126,2011-01-06,Spring,2011,Jan,11,0,Thursday,1,Clear,0.22,0.2576,0.44,0.0896,2,57,59,0,Low
127,2011-01-06,Spring,2011,Jan,12,0,Thursday,1,Clear,0.26,0.2879,0.35,0.0,6,78,84,0,Low
128,2011-01-06,Spring,2011,Jan,13,0,Thursday,1,Clear,0.26,0.2727,0.35,0.1045,12,55,67,0,Low
129,2011-01-06,Spring,2011,Jan,14,0,Thursday,1,Clear,0.28,0.2727,0.36,0.1642,11,59,70,0,Low
130,2011-01-06,Spring,2011,Jan,15,0,Thursday,1,Clear,0.28,0.2727,0.36,0.0,8,54,62,0,Low
131,2011-01-06,Spring,2011,Jan,16,0,Thursday,1,Clear,0.26,0.2576,0.38,0.1642,12,74,86,0,Low
132,2011-01-06,Spring,2011,Jan,17,0,Thursday,1,Clear,0.22,0.2273,0.51,0.1642,9,163,172,0,Low
133,2011-01-06,Spring,2011,Jan,18,0,Thursday,1,Clear,0.22,0.2273,0.51,0.1343,5,158,163,0,Low
134,2011-01-06,Spring,2011,Jan,19,0,Thursday,1,Clear,0.22,0.2576,0.55,0.0896,3,109,112,0,Low
135,2011-01-06,Spring,2011,Jan,20,0,Thursday,1,Clear,0.2,0.2121,0.51,0.1642,3,66,69,0,Low
136,2011-01-06,Spring,2011,Jan,21,0,Thursday,1,Misty,0.22,0.2121,0.55,0.2239,0,48,48,0,Medium
137,2011-01-06,Spring,2011,Jan,22,0,Thursday,1,Misty,0.22,0.2121,0.51,0.2836,1,51,52,0,Medium
138,2011-01-06,Spring,2011,Jan,23,0,Thursday,1,Misty,0.2,0.197,0.59,0.194,4,19,23,0,Low
139,2011-01-07,Spring,2011,Jan,0,0,Friday,1,Misty,0.2,0.197,0.64,0.194,4,13,17,0,Low
140,2011-01-07,Spring,2011,Jan,1,0,Friday,1,Misty,0.2,0.197,0.69,0.2239,2,5,7,0,Medium
141,2011-01-07,Spring,2011,Jan,2,0,Friday,1,Misty,0.2,0.197,0.69,0.2239,0,1,1,0,Medium
142,2011-01-07,Spring,2011,Jan,4,0,Friday,1,Misty,0.2,0.2121,0.69,0.1343,0,1,1,0,Low
143,2011-01-07,Spring,2011,Jan,5,0,Friday,1,Light_precipitation,0.22,0.2727,0.55,0.0,0,5,5,0,Low
144,2011-01-07,Spring,2011,Jan,6,0,Friday,1,Misty,0.2,0.2576,0.69,0.0,8,26,34,0,Low
145,2011-01-07,Spring,2011,Jan,7,0,Friday,1,Clear,0.2,0.2121,0.69,0.1343,8,76,84,0,Low
146,2011-01-07,Spring,2011,Jan,8,0,Friday,1,Clear,0.2,0.197,0.51,0.2537,20,190,210,0,Medium
147,2011-01-07,Spring,2011,Jan,9,0,Friday,1,Clear,0.2,0.1818,0.47,0.2985,9,125,134,0,Medium
148,2011-01-07,Spring,2011,Jan,10,0,Friday,1,Clear,0.22,0.197,0.37,0.3284,16,47,63,0,Medium
149,2011-01-07,Spring,2011,Jan,11,0,Friday,1,Misty,0.2,0.197,0.4,0.2239,19,48,67,0,Medium
150,2011-01-07,Spring,2011,Jan,12,0,Friday,1,Misty,0.2,0.197,0.37,0.2537,9,50,59,0,Medium
151,2011-01-07,Spring,2011,Jan,13,0,Friday,1,Misty,0.2,0.1818,0.37,0.2836,9,64,73,0,Medium
152,2011-01-07,Spring,2011,Jan,14,0,Friday,1,Misty,0.2,0.197,0.4,0.2537,7,43,50,0,Medium
153,2011-01-07,Spring,2011,Jan,15,0,Friday,1,Misty,0.2,0.2121,0.37,0.1642,9,63,72,0,Low
154,2011-01-07,Spring,2011,Jan,16,0,Friday,1,Misty,0.2,0.2121,0.37,0.1642,5,82,87,0,Low
155,2011-01-07,Spring,2011,Jan,17,0,Friday,1,Misty,0.2,0.2576,0.37,0.0,9,178,187,0,Low
156,2011-01-07,Spring,2011,Jan,18,0,Friday,1,Clear,0.2,0.2273,0.4,0.0896,7,116,123,0,Low
157,2011-01-07,Spring,2011,Jan,19,0,Friday,1,Clear,0.16,0.197,0.55,0.0896,3,92,95,0,Low
158,2011-01-07,Spring,2011,Jan,20,0,Friday,1,Clear,0.18,0.2121,0.47,0.1045,1,50,51,0,Low
159,2011-01-07,Spring,2011,Jan,21,0,Friday,1,Clear,0.18,0.197,0.47,0.1343,0,39,39,0,Low
160,2011-01-07,Spring,2011,Jan,22,0,Friday,1,Misty,0.18,0.197,0.43,0.1642,2,34,36,0,Low
161,2011-01-07,Spring,2011,Jan,23,0,Friday,1,Misty,0.18,0.197,0.51,0.1642,1,14,15,0,Low
162,2011-01-08,Spring,2011,Jan,0,0,Saturday,0,Misty,0.18,0.197,0.51,0.1642,1,24,25,1,Low
163,2011-01-08,Spring,2011,Jan,1,0,Saturday,0,Misty,0.18,0.2121,0.55,0.0896,1,15,16,1,Low
164,2011-01-08,Spring,2011,Jan,2,0,Saturday,0,Misty,0.18,0.2424,0.55,0.0,3,13,16,1,Low
165,2011-01-08,Spring,2011,Jan,3,0,Saturday,0,Light_precipitation,0.18,0.197,0.55,0.1642,0,7,7,1,Low
166,2011-01-08,Spring,2011,Jan,4,0,Saturday,0,Light_precipitation,0.18,0.197,0.55,0.1642,0,1,1,1,Low
167,2011-01-08,Spring,2011,Jan,5,0,Saturday,0,Misty,0.16,0.1667,0.74,0.1642,0,5,5,1,Low
168,2011-01-08,Spring,2011,Jan,6,0,Saturday,0,Misty,0.16,0.1667,0.74,0.1642,0,2,2,1,Low
169,2011-01-08,Spring,2011,Jan,7,0,Saturday,0,Misty,0.16,0.1818,0.74,0.1045,1,8,9,1,Low
170,2011-01-08,Spring,2011,Jan,8,0,Saturday,0,Light_precipitation,0.16,0.1818,0.93,0.1045,0,15,15,1,Low
171,2011-01-08,Spring,2011,Jan,9,0,Saturday,0,Light_precipitation,0.16,0.1818,0.93,0.1045,0,20,20,1,Low
172,2011-01-08,Spring,2011,Jan,10,0,Saturday,0,Misty,0.18,0.197,0.8,0.1642,5,56,61,1,Low
173,2011-01-08,Spring,2011,Jan,11,0,Saturday,0,Misty,0.2,0.1818,0.69,0.3881,2,60,62,1,Medium
174,2011-01-08,Spring,2011,Jan,12,0,Saturday,0,Misty,0.2,0.1818,0.59,0.3582,8,90,98,1,Medium
175,2011-01-08,Spring,2011,Jan,13,0,Saturday,0,Clear,0.2,0.1818,0.44,0.3284,7,95,102,1,Medium
176,2011-01-08,Spring,2011,Jan,14,0,Saturday,0,Clear,0.2,0.1667,0.32,0.4925,12,83,95,1,High
177,2011-01-08,Spring,2011,Jan,15,0,Saturday,0,Clear,0.2,0.1667,0.32,0.4478,5,69,74,1,High
178,2011-01-08,Spring,2011,Jan,16,0,Saturday,0,Clear,0.18,0.1364,0.29,0.4478,8,68,76,1,High
179,2011-01-08,Spring,2011,Jan,17,0,Saturday,0,Clear,0.16,0.1212,0.37,0.5522,5,64,69,1,High
180,2011-01-08,Spring,2011,Jan,18,0,Saturday,0,Clear,0.14,0.1212,0.39,0.2985,3,52,55,1,Medium
181,2011-01-08,Spring,2011,Jan,19,0,Saturday,0,Clear,0.14,0.1212,0.36,0.2537,4,26,30,1,Medium
182,2011-01-08,Spring,2011,Jan,20,0,Saturday,0,Clear,0.12,0.1212,0.36,0.2537,0,28,28,1,Medium
183,2011-01-08,Spring,2011,Jan,21,0,Saturday,0,Clear,0.12,0.1061,0.39,0.3582,2,35,37,1,Medium
184,2011-01-08,Spring,2011,Jan,22,0,Saturday,0,Clear,0.12,0.1061,0.36,0.3881,1,33,34,1,Medium
185,2011-01-08,Spring,2011,Jan,23,0,Saturday,0,Clear,0.1,0.0606,0.39,0.4478,0,22,22,1,High
186,2011-01-09,Spring,2011,Jan,0,0,Sunday,0,Clear,0.1,0.0758,0.42,0.3881,1,24,25,1,Medium
187,2011-01-09,Spring,2011,Jan,1,0,Sunday,0,Clear,0.1,0.0606,0.42,0.4627,0,12,12,1,High
188,2011-01-09,Spring,2011,Jan,2,0,Sunday,0,Clear,0.1,0.0606,0.46,0.4627,0,11,11,1,High
189,2011-01-09,Spring,2011,Jan,3,0,Sunday,0,Clear,0.1,0.0758,0.46,0.4179,0,4,4,1,High
190,2011-01-09,Spring,2011,Jan,4,0,Sunday,0,Clear,0.08,0.0909,0.53,0.194,0,1,1,1,Low
191,2011-01-09,Spring,2011,Jan,5,0,Sunday,0,Clear,0.08,0.0909,0.53,0.194,0,1,1,1,Low
192,2011-01-09,Spring,2011,Jan,6,0,Sunday,0,Clear,0.1,0.0909,0.49,0.2836,0,1,1,1,Medium
193,2011-01-09,Spring,2011,Jan,7,0,Sunday,0,Clear,0.08,0.0909,0.53,0.194,1,5,6,1,Low
194,2011-01-09,Spring,2011,Jan,8,0,Sunday,0,Clear,0.1,0.0909,0.49,0.2836,0,10,10,1,Medium
195,2011-01-09,Spring,2011,Jan,9,0,Sunday,0,Clear,0.12,0.0758,0.46,0.5224,0,19,19,1,High
196,2011-01-09,Spring,2011,Jan,10,0,Sunday,0,Clear,0.14,0.1061,0.43,0.3881,0,49,49,1,Medium
197,2011-01-09,Spring,2011,Jan,11,0,Sunday,0,Clear,0.16,0.1212,0.4,0.5224,2,47,49,1,High
198,2011-01-09,Spring,2011,Jan,12,0,Sunday,0,Clear,0.18,0.1364,0.37,0.4478,4,79,83,1,High
199,2011-01-09,Spring,2011,Jan,13,0,Sunday,0,Clear,0.2,0.1667,0.34,0.4478,6,69,75,1,High
200,2011-01-09,Spring,2011,Jan,14,0,Sunday,0,Clear,0.22,0.1818,0.32,0.4627,8,64,72,1,High
201,2011-01-09,Spring,2011,Jan,15,0,Sunday,0,Clear,0.22,0.197,0.35,0.3582,5,77,82,1,Medium
202,2011-01-09,Spring,2011,Jan,16,0,Sunday,0,Clear,0.2,0.1667,0.34,0.4478,13,79,92,1,High
203,2011-01-09,Spring,2011,Jan,17,0,Sunday,0,Clear,0.18,0.1515,0.37,0.3881,3,59,62,1,Medium
204,2011-01-09,Spring,2011,Jan,18,0,Sunday,0,Clear,0.16,0.1364,0.4,0.3284,4,44,48,1,Medium
205,2011-01-09,Spring,2011,Jan,19,0,Sunday,0,Clear,0.16,0.1364,0.43,0.3284,1,40,41,1,Medium
206,2011-01-09,Spring,2011,Jan,20,0,Sunday,0,Clear,0.14,0.1212,0.46,0.2537,0,38,38,1,Medium
207,2011-01-09,Spring,2011,Jan,21,0,Sunday,0,Clear,0.14,0.1061,0.46,0.4179,1,19,20,1,High
208,2011-01-09,Spring,2011,Jan,22,0,Sunday,0,Clear,0.14,0.1212,0.46,0.2985,5,10,15,1,Medium
209,2011-01-09,Spring,2011,Jan,23,0,Sunday,0,Clear,0.12,0.1364,0.5,0.194,0,6,6,1,Low
210,2011-01-10,Spring,2011,Jan,0,0,Monday,1,Clear,0.12,0.1212,0.5,0.2836,2,3,5,0,Medium
211,2011-01-10,Spring,2011,Jan,1,0,Monday,1,Clear,0.12,0.1212,0.5,0.2836,1,0,1,0,Medium
212,2011-01-10,Spring,2011,Jan,2,0,Monday,1,Clear,0.12,0.1212,0.5,0.2239,0,3,3,0,Medium
213,2011-01-10,Spring,2011,Jan,3,0,Monday,1,Clear,0.12,0.1212,0.5,0.2239,0,1,1,0,Medium
214,2011-01-10,Spring,2011,Jan,4,0,Monday,1,Clear,0.1,0.1212,0.54,0.1343,1,2,3,0,Low
215,2011-01-10,Spring,2011,Jan,5,0,Monday,1,Clear,0.1,0.1061,0.54,0.2537,0,3,3,0,Medium
